"pr_date","sec_id","ITEM_NM","자산군","노출통화","시가평가액","조정_평가시가평가액","순자산총액","순자산비중","weight_PA","denom","순자산총액_T1","순설정금액","종목별수익률","r_sec","return_fx","기여수익률","FX효과","시가평가액_T1"
2026-01-24,"000000000000",NA,"유동성및기타","KRW",0,NA,14619735007,0,NA,14619830816,14619830816,0,NA,NA,0,NA,0,0
2026-01-24,"KR70127P0003","ACE 미국대형성장주액티브","해외주식","USD",3550682000,3550682000,14619735007,0.242869107976302,0.242867516367845,14619830816,14619830816,0,0,0,0,0,0,3550682000
2026-01-24,"KR7105190003","ACE 200","국내주식","KRW",644567625,644567625,14619735007,0.0440888719728078,0.0440885830426015,14619830816,14619830816,0,0,0,0,0,0,644567625
2026-01-24,"KR7356540005","ACE 종합채권(AA-이상)액티브","국내채권","KRW",1572974475,1572974475,14619735007,0.10759254352058,0.107591838428016,14619830816,14619830816,0,0,0,0,0,0,1572974475
2026-01-24,"KR7365780006","ACE 국고채10년","국내채권","KRW",3537828000,3537828000,14619735007,0.241989885473716,0.241988299627119,14619830816,14619830816,0,0,0,0,0,0,3537828000
2026-01-24,"KR7367380003","ACE 미국나스닥100","해외주식","USD",1013406800,1013406800,14619735007,0.0693177269981143,0.0693172727341635,14619830816,14619830816,0,0,0,0,0,0,1013406800
2026-01-24,"KR7411060007","ACE KRX금현물","대체","USD",3230429000,3230429000,14619735007,0.220963580971424,0.220962132917749,14619830816,14619830816,0,0,0,0,0,0,3230429000
2026-01-24,"KR9999990000","예금","유동성및기타","KRW",28439705,28438131,14619735007,0.00194529551913102,0.00194517510892651,14619830816,14619830816,0,5.53482224271349e-05,5.53482224271349e-05,0,1.07661984588591e-07,0,28438131
2026-01-24,"US46435U8532","iShares Broad USD High Yield Corporate B","해외채권","USD",1034488350,1034488350,14619735007,0.0707597196190411,0.070759255905195,14619830816,14619830816,0,0,0,0,0,0,1034488350
2026-01-24,"USMUSD022001","USD DEPOSIT","FX","USD",8539091,8539091,14619735007,0.000584079738511775,0.000584075910827558,14619830816,14619830816,0,0,0,0,0,0,8539091
2026-01-25,"000000000000",NA,"유동성및기타","KRW",0,NA,14619639201,0,NA,14619735007,14619735007,0,NA,NA,0,NA,0,0
2026-01-25,"KR70127P0003","ACE 미국대형성장주액티브","해외주식","USD",3550682000,3550682000,14619639201,0.242870699555782,0.242869107976302,14619735007,14619735007,0,0,0,0,0,0,3550682000
2026-01-25,"KR7105190003","ACE 200","국내주식","KRW",644567625,644567625,14619639201,0.0440891608977539,0.0440888719728078,14619735007,14619735007,0,0,0,0,0,0,644567625
2026-01-25,"KR7356540005","ACE 종합채권(AA-이상)액티브","국내채권","KRW",1572974475,1572974475,14619639201,0.107593248600308,0.10759254352058,14619735007,14619735007,0,0,0,0,0,0,1572974475
2026-01-25,"KR7365780006","ACE 국고채10년","국내채권","KRW",3537828000,3537828000,14619639201,0.24199147129144,0.241989885473716,14619735007,14619735007,0,0,0,0,0,0,3537828000
2026-01-25,"KR7367380003","ACE 미국나스닥100","해외주식","USD",1013406800,1013406800,14619639201,0.0693181812537947,0.0693177269981143,14619735007,14619735007,0,0,0,0,0,0,1013406800
2026-01-25,"KR7411060007","ACE KRX금현물","대체","USD",3230429000,3230429000,14619639201,0.220965028998734,0.220963580971424,14619735007,14619735007,0,0,0,0,0,0,3230429000
2026-01-25,"KR9999990000","예금","유동성및기타","KRW",28441279,28439705,14619639201,0.00194541593051452,0.00194529551913102,14619735007,14619735007,0,5.53451591709548e-05,5.53451591709548e-05,0,1.07662690140851e-07,0,28439705
2026-01-25,"US46435U8532","iShares Broad USD High Yield Corporate B","해외채권","USD",1034488350,1034488350,14619639201,0.0707601833244448,0.0707597196190411,14619735007,14619735007,0,0,0,0,0,0,1034488350
2026-01-25,"USMUSD022001","USD DEPOSIT","FX","USD",8539091,8539091,14619639201,0.000584083566126305,0.000584079738511775,14619735007,14619735007,0,0,0,0,0,0,8539091
2026-01-26,"000000000000",NA,"유동성및기타","KRW",0,NA,14584041419,0,NA,14619639201,14619639201,0,NA,NA,-0.017191977077364,NA,0,0
2026-01-26,"KR70127P0003","ACE 미국대형성장주액티브","해외주식","USD",3727095950,3790169317,14584041419,0.255559885145716,0.259251905255004,14619639201,14619639201,0,-0.0166413058955171,0.000560303913890836,-0.017191977077364,0.000145259857198035,-61077446.3212882,3550682000
2026-01-26,"KR7105190003","ACE 200","국내주식","KRW",638512875,644567625,14584041419,0.0437816142079897,0.0440891608977539,14619639201,14619639201,0,-0.00939350622830304,-0.00939350622830304,-0.017191977077364,-0.000414151807493707,0,644567625
2026-01-26,"KR7356540005","ACE 종합채권(AA-이상)액티브","국내채권","KRW",1575767050,1572974475,14584041419,0.108047351535021,0.107593248600308,14619639201,14619639201,0,0.00177534667242455,0.00177534667242455,-0.017191977077364,0.000191015315877904,0,1572974475
2026-01-26,"KR7365780006","ACE 국고채10년","국내채권","KRW",3594310500,3577253385,14584041419,0.246455039226463,0.244688212603449,14619639201,14619639201,0,0.00476821548943758,0.00476821548943758,-0.017191977077364,0.00116672612541856,0,3537828000
2026-01-26,"KR7367380003","ACE 미국나스닥100","해외주식","USD",1045611615,1063257580,14584041419,0.0716956010312603,0.0727280314774986,14619639201,14619639201,0,-0.0165961337421173,0.000606266250732013,-0.017191977077364,4.40925509669829e-05,-17433029.1290735,1013406800
2026-01-26,"KR7411060007","ACE KRX금현물","대체","USD",3280052320,3230429000,14584041419,0.224906953138982,0.220965028998734,14619639201,14619639201,0,0.015361216730038,0.0331226374308551,-0.017191977077364,0.00731894454042346,-57377008.5131198,3230429000
2026-01-26,"KR9999990000","예금","유동성및기타","KRW",28442853,28441279,14584041419,0.0019502723684633,0.00194541593051452,14619639201,14619639201,0,5.53420962538288e-05,5.53420962538288e-05,-0.017191977077364,1.07663395680267e-07,0,28441279
2026-01-26,"US46435U8532","iShares Broad USD High Yield Corporate B","해외채권","USD",1016433337,1034488350,14584041419,0.0696949019683801,0.0707601833244448,14619639201,14619639201,0,-0.0174530848994095,-0.000265675305813007,-0.017191977077364,-1.87992333441063e-05,-17780174.9912537,1034488350
2026-01-26,"USMUSD022001","USD DEPOSIT","FX","USD",8392287,8539091,14584041419,0.000575443168247354,0.000584083566126305,14619639201,14619639201,0,-0.0171919938550836,-0.0171919938550836,-0.017191977077364,-1.00415610796988e-05,0,8539091
2026-01-27,"000000000000",NA,"유동성및기타","KRW",0,NA,14778999325,0,NA,14584041419,14584041419,0,NA,NA,0.00388726919339177,NA,0,0
2026-01-27,"KR70127P0003","ACE 미국대형성장주액티브","해외주식","USD",3794929850,3727095950,14778999325,0.256778538691759,0.255559885145716,14584041419,14584041419,0,0.0182002022244692,0.0142575102507054,0.00388726919339177,0.00364364768213414,14694791.2875126,3727095950
2026-01-27,"KR7105190003","ACE 200","국내주식","KRW",660625875,638512875,14778999325,0.0447003116024569,0.0437816142079897,14584041419,14584041419,0,0.0346320346320346,0.0346320346320346,0.00388726919339177,0.00151624637949748,0,638512875
2026-01-27,"KR7356540005","ACE 종합채권(AA-이상)액티브","국내채권","KRW",1576521800,1575767050,14778999325,0.106673108600335,0.108047351535021,14584041419,14584041419,0,0.000478973081712808,0.000478973081712808,0.00388726919339177,5.17517729356361e-05,0,1575767050
2026-01-27,"KR7365780006","ACE 국고채10년","국내채권","KRW",3769226700,3764779954,14778999325,0.255039371550956,0.258143805673458,14584041419,14584041419,0,0.00118114366691616,0.00118114366691616,0.00388726919339177,0.00030490492122484,0,3594310500
2026-01-27,"KR7367380003","ACE 미국나스닥100","해외주식","USD",1059381905,1045611615,14778999325,0.071681572053932,0.0716956010312603,14584041419,14584041419,0,0.0131696031322299,0.00924639072900724,0.00388726919339177,0.000662925540686047,4102156.45692173,1045611615
2026-01-27,"KR7411060007","ACE KRX금현물","대체","USD",3361120120,3280052320,14778999325,0.227425419413503,0.224906953138982,14584041419,14584041419,0,0.0247153984421809,0.0207474782158799,0.00388726919339177,0.00466625211085093,13014985.9438533,3280052320
2026-01-27,"KR9999990000","예금","유동성및기타","KRW",28444427,28442853,14778999325,0.00192465175581162,0.0019502723684633,14584041419,14584041419,0,5.53390336757005e-05,5.53390336757005e-05,0.00388726919339177,1.07926188275179e-07,0,28442853
2026-01-27,"US46435U8532","iShares Broad USD High Yield Corporate B","해외채권","USD",1021469137,1016433337,14778999325,0.0691162584514158,0.0696949019683801,14584041419,14584041419,0,0.00495438295526901,0.00106298166599372,0.00388726919339177,7.40844030056179e-05,3955349.99806402,1016433337
2026-01-27,"USMUSD022001","USD DEPOSIT","FX","USD",8424910,8392287,14778999325,0.000570059569983775,0.000575443168247354,14584041419,14584041419,0,0.00388725981368368,0.00388725981368368,0.00388726919339177,2.23689710298676e-06,0,8392287
2026-01-28,"000000000000",NA,"유동성및기타","KRW",0,NA,15380629693,0,NA,15278999325,14778999325,5e+08,NA,NA,-0.0163877748582493,NA,0,0
2026-01-28,"KR70127P0003","ACE 미국대형성장주액티브","해외주식","USD",3789277025,3794929850,15380629693,0.246366832869305,0.248375549293376,15278999325,14778999325,5e+08,-0.00148957298907646,0.0151464179565537,-0.0163877748582493,0.00376199987978608,-63132418.6239018,3794929850
2026-01-28,"KR7105190003","ACE 200","국내주식","KRW",672823125,660625875,15380629693,0.0437448360977193,0.0432375092732063,15278999325,14778999325,5e+08,0.0184631732748888,0.0184631732748888,-0.0163877748582493,0.000798301625685817,0,660625875
2026-01-28,"KR7356540005","ACE 종합채권(AA-이상)액티브","국내채권","KRW",1578484150,1576521800,15380629693,0.102628057596263,0.103182267795538,15278999325,14778999325,5e+08,0.00124473381846036,0.00124473381846036,-0.0163877748582493,0.00012843445819054,0,1576521800
2026-01-28,"KR7365780006","ACE 국고채10년","국내채권","KRW",3772980470,3769427680,15380629693,0.245307282296586,0.246706449802137,15278999325,14778999325,5e+08,0.000942527699589663,0.000942527699589663,-0.0163877748582493,0.000232527662605941,0,3769226700
2026-01-28,"KR7367380003","ACE 미국나스닥100","해외주식","USD",1056590630,1059381905,15380629693,0.0686961880683515,0.0693358172525477,15278999325,14778999325,5e+08,-0.00263481468470051,0.0139820956084262,-0.0163877748582493,0.000969460025913491,-17603654.0815466,1059381905
2026-01-28,"KR7411060007","ACE KRX금현물","대체","USD",3470193160,3361120120,15380629693,0.225621007024137,0.219983000751916,15278999325,14778999325,5e+08,0.0324513959947376,0.0496528709227344,-0.0163877748582493,0.0109227875415307,-57816223.4741654,3361120120
2026-01-28,"KR9999990000","예금","유동성및기타","KRW",15571354,15570511,15380629693,0.00101240029249822,0.00101907923868568,15278999325,14778999325,5e+08,5.41408050127578e-05,5.41408050127578e-05,-0.0163877748582493,5.5173770354231e-08,0,28444427
2026-01-28,"KR9G12880011","신영증권(콜론)","유동성및기타","KRW",3610250,3610000,15380629693,0.00023472706072906,0.000236272017768415,15278999325,14778999325,5e+08,6.92520775623269e-05,6.92520775623269e-05,-0.0163877748582493,1.63623281003057e-08,0,0
2026-01-28,"KR9G12880015","증권금융(콜론)","유동성및기타","KRW",3770256,3770000,15380629693,0.000245130145855856,0.000246743907752611,15278999325,14778999325,5e+08,6.79045092838196e-05,6.79045092838196e-05,-0.0163877748582493,1.67550239747131e-08,0,0
2026-01-28,"KR9G12880026","키움증권(콜론)","유동성및기타","KRW",5450381,5450000,15380629693,0.000354366570731533,0.000356698752586665,15278999325,14778999325,5e+08,6.9908256880734e-05,6.9908256880734e-05,-0.0163877748582493,2.4936188024866e-08,0,0
2026-01-28,"KR9G12880037","키움증권(콜론)","유동성및기타","KRW",610043,610000,15380629693,3.96630705098922e-05,3.9924080564746e-05,15278999325,14778999325,5e+08,7.04918032786885e-05,7.04918032786885e-05,-0.0163877748582493,2.81432043325259e-09,0,0
2026-01-28,"US46435U8532","iShares Broad USD High Yield Corporate B","해외채권","USD",1004996250,1021469137,15380629693,0.0653416843172157,0.0668544526557206,15278999325,14778999325,5e+08,-0.016126661495011,0.000265463722963322,-0.0163877748582493,1.77474318986627e-05,-16744050.0000001,1021469137
2026-01-28,"USMUSD022001","USD DEPOSIT","FX","USD",8286844,8424910,15380629693,0.000538784442861367,0.000551404566542187,15278999325,14778999325,5e+08,-0.0163878308492316,-0.0163878308492316,-0.0163877748582493,-9.03632476598725e-06,0,8424910
2026-01-29,"000000000000",NA,"유동성및기타","KRW",0,NA,15609885876,0,NA,15380629693,15380629693,0,NA,NA,0.00267135325131806,NA,0,0
2026-01-29,"KR70127P0003","ACE 미국대형성장주액티브","해외주식","USD",3770434275,3789277025,15609885876,0.241541437583281,0.246366832869305,15380629693,15380629693,0,-0.00497265042267529,-0.00762363824318546,0.00267135325131806,-0.00187821160891491,10045327.2418143,3789277025
2026-01-29,"KR7105190003","ACE 200","국내주식","KRW",679272750,672823125,15609885876,0.0435155487615943,0.0437448360977193,15380629693,15380629693,0,0.0109553309422889,0.0109553309422889,0.00267135325131806,0.0004792391564667,0,672823125
2026-01-29,"KR7356540005","ACE 종합채권(AA-이상)액티브","국내채권","KRW",1574634925,1578484150,15609885876,0.100874211221556,0.102628057596263,15380629693,15380629693,0,-0.0024385579037965,-0.0024385579037965,0.00267135325131806,-0.00025026446100265,0,1578484150
2026-01-29,"KR7365780006","ACE 국고채10년","국내채권","KRW",3763044020,3772980470,15609885876,0.241068003308444,0.245307282296586,15380629693,15380629693,0,-0.00263358108503541,-0.00263358108503541,0.00267135325131806,-0.000646036618677729,0,3772980470
2026-01-29,"KR7367380003","ACE 미국나스닥100","해외주식","USD",1055660205,1056590630,15609885876,0.0676276696310166,0.0686961880683515,15380629693,15380629693,0,0.000457907713983797,-0.00220754839574977,0.00267135325131806,-0.000151650159764414,2816295.95022081,1056590630
2026-01-29,"KR7411060007","ACE KRX금현물","대체","USD",3723222960,3470193160,15609885876,0.238516987861161,0.225621007024137,15380629693,15380629693,0,0.0729151918448251,0.0700566924204333,0.00267135325131806,0.0158062614926784,9919545.15038898,3470193160
2026-01-29,"KR9999990000","예금","유동성및기타","KRW",16013153,16012284,15609885876,0.00102583408534844,0.00104106816948382,15380629693,15380629693,0,5.42708335675285e-05,5.42708335675285e-05,0.00267135325131806,5.6499637358508e-08,0,15571354
2026-01-29,"KR9G12880011","신영증권(콜론)","유동성및기타","KRW",0,3610250,15609885876,0,0.00023472706072906,15380629693,15380629693,0,0,0,0.00267135325131806,0,0,3610250
2026-01-29,"KR9G12880015","증권금융(콜론)","유동성및기타","KRW",0,3770256,15609885876,0,0.000245130145855856,15380629693,15380629693,0,0,0,0.00267135325131806,0,0,3770256
2026-01-29,"KR9G12880026","키움증권(콜론)","유동성및기타","KRW",0,5450381,15609885876,0,0.000354366570731533,15380629693,15380629693,0,0,0,0.00267135325131806,0,0,5450381
2026-01-29,"KR9G12880037","키움증권(콜론)","유동성및기타","KRW",0,610043,15609885876,0,3.96630705098922e-05,15380629693,15380629693,0,0,0,0.00267135325131806,0,0,610043
2026-01-29,"KR9G12980028","신영증권(콜론)","유동성및기타","KRW",3440238,3440000,15609885876,0.000220388414580873,0.000223657943053242,15380629693,15380629693,0,6.91860465116279e-05,6.91860465116279e-05,0.00267135325131806,1.54740088507766e-08,0,0
2026-01-29,"KR9G12980036","미래에셋증권(콜론)","유동성및기타","KRW",9560668,9560000,15609885876,0.000612475201673281,0.000621561027787499,15380629693,15380629693,0,6.98744769874477e-05,6.98744769874477e-05,0.00267135325131806,4.34312517324319e-08,0,0
2026-01-29,"US46435U8532","iShares Broad USD High Yield Corporate B","해외채권","USD",1006076362,1004996250,15609885876,0.0644512310975207,0.0653416843172157,15380629693,15380629693,0,0.00107474231869024,-0.00159235718408679,0.00267135325131806,-0.00010404730044285,2680424.99866785,1004996250
2026-01-29,"USMUSD022001","USD DEPOSIT","FX","USD",8308981,8286844,15609885876,0.000532289669892779,0.000538784442861367,15380629693,15380629693,0,0.00267134267279558,0.00267134267279558,0.00267135325131806,1.43927787365396e-06,0,8286844
2026-01-30,"000000000000",NA,"유동성및기타","KRW",0,NA,15315590033,0,NA,15609885876,15609885876,0,NA,NA,0.00925471499684494,NA,0,0
2026-01-30,"KR70127P0003","ACE 미국대형성장주액티브","해외주식","USD",3855535050,3891107100,15315590033,0.25173924358726,0.249271976163678,15609885876,15609885876,0,-0.00914188406687649,-0.0182279049979756,0.00925471499684494,-0.00454370590016914,34258244.7419835,3770434275
2026-01-30,"KR7105190003","ACE 200","국내주식","KRW",703075475,701208800,15315590033,0.0459058693452297,0.0449208152814301,15609885876,15609885876,0,0.00266208153691169,0.00266208153691169,0.00925471499684494,0.000119582872983715,0,679272750
2026-01-30,"KR7356540005","ACE 종합채권(AA-이상)액티브","국내채권","KRW",1621824750,1624645655,15315590033,0.10589371656629,0.104077996976126,15609885876,15609885876,0,-0.00173632015776388,-0.00173632015776388,0.00925471499684494,-0.000180712724129336,0,1574634925
2026-01-30,"KR7365780006","ACE 국고채10년","국내채권","KRW",3780597040,3797869860,15315590033,0.246846320112648,0.243299015134965,15609885876,15609885876,0,-0.00454802840453306,-0.00454802840453306,0.00925471499684494,-0.00110653083162874,0,3763044020
2026-01-30,"KR7367380003","ACE 미국나스닥100","해외주식","USD",1078982410,1087749707,15315590033,0.0704499407254407,0.0696833862618049,15609885876,15609885876,0,-0.00806003158960171,-0.0171559729463346,0.00925471499684494,-0.00119548628951651,9602223.31731677,1055660205
2026-01-30,"KR7411060007","ACE KRX금현물","대체","USD",3482476160,3723222960,15315590033,0.227381129456745,0.238516987861161,15609885876,15609885876,0,-0.0646608603853259,-0.0732377805957557,0.00925471499684494,-0.0174684548253362,31933786.2535601,3723222960
2026-01-30,"KR9999990000","예금","유동성및기타","KRW",16804973,16804059,15315590033,0.00109724620232005,0.00107650107973153,15609885876,15609885876,0,5.43916205007374e-05,5.43916205007374e-05,0.00925471499684494,5.85526381973915e-08,0,16013153
2026-01-30,"KR9G12980028","신영증권(콜론)","유동성및기타","KRW",0,3440238,15315590033,0,0.000220388414580873,15609885876,15609885876,0,0,0,0.00925471499684494,0,0,3440238
2026-01-30,"KR9G12980036","미래에셋증권(콜론)","유동성및기타","KRW",0,9560668,15315590033,0,0.000612475201673281,15609885876,15609885876,0,0,0,0.00925471499684494,0,0,9560668
2026-01-30,"KR9G13080037","미래에셋증권(콜론)","유동성및기타","KRW",12210863,12210000,15315590033,0.000797283224067088,0.000782196621871062,15609885876,15609885876,0,7.06797706797707e-05,7.06797706797707e-05,0.00925471499684494,5.52854778603379e-08,0,0
2026-01-30,"US46435U8532","iShares Broad USD High Yield Corporate B","해외채권","USD",1015117406,1006076362,15315590033,0.0662800064387177,0.0644512310975207,15609885876,15609885876,0,0.00898643914267812,-0.000265815804653013,0.00925471499684494,-1.71321558550648e-05,9308474.99770749,1006076362
2026-01-30,"USMUSD022001","USD DEPOSIT","FX","USD",8385879,8308981,15315590033,0.000547538748551719,0.000532289669892779,15609885876,15609885876,0,0.00925480513194097,0.00925480513194097,0.00925471499684494,4.92623716860286e-06,0,8308981
2026-01-31,"000000000000",NA,"유동성및기타","KRW",0,NA,15315489808,0,NA,15315590033,15315590033,0,NA,NA,0,NA,0,0
2026-01-31,"KR70127P0003","ACE 미국대형성장주액티브","해외주식","USD",3855535050,3855535050,15315489808,0.251740890976015,0.25173924358726,15315590033,15315590033,0,0,0,0,0,0,3855535050
2026-01-31,"KR7105190003","ACE 200","국내주식","KRW",703075475,703075475,15315489808,0.0459061697545416,0.0459058693452297,15315590033,15315590033,0,0,0,0,0,0,703075475
2026-01-31,"KR7356540005","ACE 종합채권(AA-이상)액티브","국내채권","KRW",1621824750,1621824750,15315489808,0.105894409537777,0.10589371656629,15315590033,15315590033,0,0,0,0,0,0,1621824750
2026-01-31,"KR7365780006","ACE 국고채10년","국내채권","KRW",3780597040,3780597040,15315489808,0.246847935481973,0.246846320112648,15315590033,15315590033,0,0,0,0,0,0,3780597040
2026-01-31,"KR7367380003","ACE 미국나스닥100","해외주식","USD",1078982410,1078982410,15315489808,0.0704504017518524,0.0704499407254407,15315590033,15315590033,0,0,0,0,0,0,1078982410
2026-01-31,"KR7411060007","ACE KRX금현물","대체","USD",3482476160,3482476160,15315489808,0.227382617445309,0.227381129456745,15315590033,15315590033,0,0,0,0,0,0,3482476160
2026-01-31,"KR9999990000","예금","유동성및기타","KRW",16805887,16804973,15315489808,0.00109731306087393,0.00109724620232005,15315590033,15315590033,0,5.43886622132627e-05,5.43886622132627e-05,0,5.96777530627703e-08,0,16804973
2026-01-31,"KR9G13080037","미래에셋증권(콜론)","유동성및기타","KRW",12211726,12210863,15315489808,0.000797344789692671,0.000797283224067088,15315590033,15315590033,0,7.06747754028524e-05,7.06747754028524e-05,0,5.63478127934035e-08,0,12210863
2026-01-31,"US46435U8532","iShares Broad USD High Yield Corporate B","해외채권","USD",1015117406,1015117406,15315489808,0.066280440176961,0.0662800064387177,15315590033,15315590033,0,0,0,0,0,0,1015117406
2026-01-31,"USMUSD022001","USD DEPOSIT","FX","USD",8385879,8385879,15315489808,0.00054754233166083,0.000547538748551719,15315590033,15315590033,0,0,0,0,0,0,8385879
2026-02-01,"000000000000",NA,"유동성및기타","KRW",0,NA,15315389583,0,NA,15315489808,15315489808,0,NA,NA,0,NA,0,0
2026-02-01,"KR70127P0003","ACE 미국대형성장주액티브","해외주식","USD",3855535050,3855535050,15315389583,0.251742538386332,0.251740890976015,15315489808,15315489808,0,0,0,0,0,0,3855535050
2026-02-01,"KR7105190003","ACE 200","국내주식","KRW",703075475,703075475,15315389583,0.0459064701677853,0.0459061697545416,15315489808,15315489808,0,0,0,0,0,0,703075475
2026-02-01,"KR7356540005","ACE 종합채권(AA-이상)액티브","국내채권","KRW",1621824750,1621824750,15315389583,0.105895102518333,0.105894409537777,15315489808,15315489808,0,0,0,0,0,0,1621824750
2026-02-01,"KR7365780006","ACE 국고채10년","국내채권","KRW",3780597040,3780597040,15315389583,0.24684955087244,0.246847935481973,15315489808,15315489808,0,0,0,0,0,0,3780597040
2026-02-01,"KR7367380003","ACE 미국나스닥100","해외주식","USD",1078982410,1078982410,15315389583,0.070450862784298,0.0704504017518524,15315489808,15315489808,0,0,0,0,0,0,1078982410
2026-02-01,"KR7411060007","ACE KRX금현물","대체","USD",3482476160,3482476160,15315389583,0.227384105453349,0.227382617445309,15315489808,15315489808,0,0,0,0,0,0,3482476160
2026-02-01,"KR9999990000","예금","유동성및기타","KRW",16806800,16805887,15315389583,0.00109737985500907,0.00109731306087393,15315489808,15315489808,0,5.43262012888698e-05,5.43262012888698e-05,0,5.96128502219431e-08,0,16805887
2026-02-01,"KR9G13080037","미래에셋증권(콜론)","유동성및기타","KRW",12212589,12211726,15315389583,0.000797406356124033,0.000797344789692671,15315489808,15315489808,0,7.06697808319643e-05,7.06697808319643e-05,0,5.63481815350897e-08,0,12211726
2026-02-01,"US46435U8532","iShares Broad USD High Yield Corporate B","해외채권","USD",1015117406,1015117406,15315389583,0.0662808739208812,0.066280440176961,15315489808,15315489808,0,0,0,0,0,0,1015117406
2026-02-01,"USMUSD022001","USD DEPOSIT","FX","USD",8385879,8385879,15315389583,0.000547545914816838,0.00054754233166083,15315489808,15315489808,0,0,0,0,0,0,8385879
2026-02-02,"000000000000",NA,"유동성및기타","KRW",0,NA,14794871581,0,NA,15315389583,15315389583,0,NA,NA,0.0172282042375824,NA,0,0
2026-02-02,"KR70127P0003","ACE 미국대형성장주액티브","해외주식","USD",4599084275,4650082816,14794871581,0.310856653930425,0.303621582121657,15315389583,15315389583,0,-0.0109672328468053,-0.0277179073161073,0.0172282042375824,-0.00841575487241796,64582812.5275346,3855535050
2026-02-02,"KR7105190003","ACE 200","국내주식","KRW",801467800,844239935,14794871581,0.0541720011297204,0.0551236343303406,15315389583,15315389583,0,-0.0506634822954685,-0.0506634822954685,0.0172282042375824,-0.00279275527195709,0,703075475
2026-02-02,"KR7356540005","ACE 종합채권(AA-이상)액티브","국내채권","KRW",1644240000,1646257925,14794871581,0.111135807499105,0.107490437385108,15315389583,15315389583,0,-0.00122576479016798,-0.00122576479016798,0.0172282042375824,-0.000131757993426422,0,1621824750
2026-02-02,"KR7365780006","ACE 국고채10년","국내채권","KRW",3810356670,3802730927,14794871581,0.257545775178838,0.248294756486052,15315389583,15315389583,0,0.00200533331082039,0.00200533331082039,0.0172282042375824,0.000497913746083517,0,3780597040
2026-02-02,"KR7367380003","ACE 미국나스닥100","해외주식","USD",1296358820,1300961040,14794871581,0.0876221745422124,0.0849446912825554,15315389583,15315389583,0,-0.00353755405311753,-0.0204140606839189,0.0172282042375824,-0.00173406608261885,18209453.7968831,1078982410
2026-02-02,"KR7411060007","ACE KRX금현물","대체","USD",3036357600,3482476160,14794871581,0.205230412672144,0.227384105453349,15315389583,15315389583,0,-0.128103837471783,-0.142870637192264,0.0172282042375824,-0.0324865120335129,51425027.9860682,3482476160
2026-02-02,"KR9999990000","예금","유동성및기타","KRW",18380431,19074507,14794871581,0.00124235150669403,0.00124544706464226,15315389583,15315389583,0,5.46278863196831e-05,5.46278863196831e-05,0.0172282042375824,6.80361406644604e-08,0,16806800
2026-02-02,"KR9G13080037","미래에셋증권(콜론)","유동성및기타","KRW",0,12212589,14794871581,0,0.000797406356124033,15315389583,15315389583,0,0,0,0.0172282042375824,0,0,12212589
2026-02-02,"KR9G20280016","신영증권(콜론)","유동성및기타","KRW",2630185,2630000,14794871581,0.00017777680499625,0.00017172269668669,15315389583,15315389583,0,7.03422053231939e-05,7.03422053231939e-05,0.0172282042375824,1.20793531889877e-08,0,0
2026-02-02,"KR9G20280024","키움증권(콜론)","유동성및기타","KRW",8010568,8010000,14794871581,0.000541442212333049,0.000523003346182657,15315389583,15315389583,0,7.09113607990012e-05,7.09113607990012e-05,0.0172282042375824,3.70868789802433e-08,0,0
2026-02-02,"US46435U8532","iShares Broad USD High Yield Corporate B","해외채권","USD",1033429725,1015117406,14794871581,0.0698505370149451,0.0662808739208812,15315389583,15315389583,0,0.0180396069378403,0.00079766044322982,0.0172282042375824,5.28696312693899e-05,17502599.9999999,1015117406
2026-02-02,"USMUSD022001","USD DEPOSIT","FX","USD",8536678,8392204,14794871581,0.000577002507474485,0.000547958898108299,15315389583,15315389583,0,0.0172152631180081,0.0172152631180081,0.0172282042375824,9.43325660878815e-06,0,8385879
2026-02-03,"000000000000",NA,"유동성및기타","KRW",0,NA,15651268726,0,NA,15294871580,14794871581,499999999,NA,NA,-0.0129071911493546,NA,0,0
2026-02-03,"KR70127P0003","ACE 미국대형성장주액티브","해외주식","USD",4685859450,4599084275,15651268726,0.299391667987645,0.300694533520235,15294871580,14794871581,499999999,0.0188679245283019,0.0321906059822834,-0.0129071911493546,0.0096795392495764,-61272134.7758403,4599084275
2026-02-03,"KR7105190003","ACE 200","국내주식","KRW",862761025,801467800,15651268726,0.0551240311634785,0.0524010807026338,15294871580,14794871581,499999999,0.0764762165117551,0.0764762165117551,-0.0129071911493546,0.00400743639326457,0,801467800
2026-02-03,"KR7356540005","ACE 종합채권(AA-이상)액티브","국내채권","KRW",1951067250,1956348303,15651268726,0.124658727938066,0.127908776008174,15294871580,14794871581,499999999,-0.00269944415925409,-0.00269944415925409,-0.0129071911493546,-0.000345282598312604,0,1644240000
2026-02-03,"KR7365780006","ACE 국고채10년","국내채권","KRW",4553195140,4574270712,15651268726,0.290915402432277,0.299072188221668,15294871580,14794871581,499999999,-0.00460741685985287,-0.00460741685985287,-0.0129071911493546,-0.0013779502423256,0,3810356670
2026-02-03,"KR7367380003","ACE 미국나스닥100","해외주식","USD",1318342770,1296358820,15651268726,0.0842323260228712,0.0847577446609722,15294871580,14794871581,499999999,0.0169582292038558,0.0302559395483644,-0.0129071911493546,0.00256442519871808,-17238604.090909,1296358820
